Symbol,Description,Industry,Sector,Exchange,Index,Market capitalization,Market capitalization - Currency,Price,Price - Currency,Pre-market Open,Pre-market Open - Currency,Pre-market Change,Pre-market Change - Currency,Pre-market Change %,Pre-market Gap %,Float shares outstanding,Volume 1 day,Volume 1 week,Pre-market Volume,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Volatility 1 day,Volatility 1 week,Volatility 1 month,Volume Weighted Average Price 1 day,Price to earnings ratio,Relative Volume at Time,Relative Volume 1 day,Beta 1 year,Beta 3 years,Beta 5 years,Relative Volume 1 minute,Relative Volume 5 minutes,Relative Volume 15 minutes,Relative Volume 30 minutes,Relative Volume 1 hour,Relative Volume 2 hours,Relative Volume 4 hours,Relative Volume 1 week,Relative Volume 1 month,High 1 month,High 1 month - Currency,High 3 months,High 3 months - Currency,High 6 months,High 6 months - Currency,High 52 weeks,High 52 weeks - Currency,High All Time,High All Time - Currency,High 5 minutes,High 5 minutes - Currency,High 15 minutes,High 15 minutes - Currency,High 30 minutes,High 30 minutes - Currency,High 1 hour,High 1 hour - Currency,High 2 hours,High 2 hours - Currency,High 4 hours,High 4 hours - Currency,High 1 day,High 1 day - Currency,High 1 week,High 1 week - Currency,High 1 month,High 1 month - Currency,"Revenue per employee, Annual","Revenue per employee, Annual - Currency",Simple Moving Average (5) 1 minute,Simple Moving Average (8) 1 minute,Simple Moving Average (5) 5 minutes,Simple Moving Average (13) 5 minutes,"Bollinger Bands (20) 1 minute, Upper","Bollinger Bands (20) 1 minute, Basis","Bollinger Bands (20) 1 minute, Lower","Bollinger Bands (20) 5 minutes, Upper","Bollinger Bands (20) 5 minutes, Basis","Bollinger Bands (20) 5 minutes, Lower",International Securities Identification Number,Relative Volume 1 day,Recent earnings date,Upcoming earnings date,Analyst Rating,Target price 1 year,Target price 1 year - Currency,Technical Rating 5 minutes,Exponential Moving Average (3) 1 day,Exponential Moving Average (7) 1 day
NVDA,NVIDIA Corporation,Semiconductors,Electronic technology,NASDAQ,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",2847601947441.4077,USD,116.705,USD,114.8,USD,1.25,USD,1.08000691,-0.8121652,23426562000,111200310,1156410819,6717422,330230637.2000017,281754127.2000006,249713570.2111099,3.48888303,5.38354927,5.50628386,116.085,39.70233033,0.90663523,0.30597602,2.9681265,2.3858206,1.7641541,0.56468589,0.20291443,0.28066058,0.18475105,0.60012672,1.45755755,0.69056962,0.90436893,0.46392458,143.44,USD,153.13,USD,153.13,USD,153.13,USD,153.13,USD,117.03,USD,117.05,USD,117.05,USD,117.25,USD,117.76,USD,117.76,USD,117.76,USD,117.76,USD,123.7,USD,3624916.66666667,USD,116.8174,116.7960875,116.553,116.54538462,117.17323311,116.57291,115.97258689,117.73268456,116.124,114.51531544,,0.30597602,2025-02-26,2025-05-28,Strong buy,174.921538,USD,Buy,114.65470734,114.5000213
META,"Meta Platforms, Inc.",Internet software/Services,Technology services,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, NASDAQ CB Insights Metaverse US Index",1523438664130.1252,USD,601.28,USD,615.84,USD,0.8,USD,0.12912389,-0.60042611,2186150891.2,5082009,60230387,60892,15869493,16274981.53333333,14282437.08888889,4.10375143,4.5924485,3.68263103,605.94,25.13449681,0.91849916,0.30593698,0.997905,1.0510908,1.2304298,0.13693259,0.0956071,0.24390778,0.16896978,0.51449525,1.45315915,0.64189541,0.84789399,0.50656894,740.91,USD,740.91,USD,740.91,USD,740.91,USD,740.91,USD,602.2354,USD,603.01,USD,603.01,USD,605.4599,USD,620.5,USD,620.5,USD,620.5,USD,633.33,USD,681.25,USD,2220975.6031701,USD,601.8474,601.885875,601.9534,602.34630769,604.1007267,602.30135,600.5019733,612.47829049,603.676355,594.87441951,,0.30593698,2025-01-29,2025-04-23,Strong buy,763,USD,Sell,608.19128856,619.08082609
BRK.B,Berkshire Hathaway Inc. New,Property/Casualty insurance,Finance,NYSE,"S&P 500, S&P 100, Russell 3000, S&P 500 Financials, Russell 1000",1086142948594.5466,USD,503.0101,USD,494.29,USD,0.38,USD,0.07662217,-0.33270154,1332794139.6000001,1567129,17058474,13921,4769531.8,4193460.86666667,4144656.4,2.55644265,2.0107051,1.99466152,501.71936667,12.1865621,1.17616012,0.30948969,0.41694942,0.9393228,0.8554796,1.35108105,0.26786821,0.28715534,0.22925774,0.68261143,1.80048553,0.9162834,0.90017129,0.50907701,518.77,USD,518.77,USD,518.77,USD,518.77,USD,518.77,USD,503.4099,USD,504.4899,USD,504.4899,USD,506.17,USD,507.398,USD,507.398,USD,507.398,USD,507.398,USD,518.77,USD,946567.27828746,USD,503.31598,503.4774875,503.78,504.73715385,504.6270582,503.815495,503.0039318,507.99565215,503.967655,499.93965785,,0.30948969,2025-02-22,2025-05-05,Buy,522.975,USD,Buy,499.6731455,498.58323737
TSLA,"Tesla, Inc.",Motor vehicles,Consumer durables,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG, NASDAQ Clean Edge Green Energy",763343824493.7434,USD,237.32,USD,245.8,USD,0.01,USD,0.0040308,-0.92305212,2802039232.7999997,50831634,557020678,2501375,120983890.90000018,95273101.73333327,91659202.9777778,6.10683761,8.03711291,6.88713155,239.87,116.43035863,1.0664546,0.40318393,2.6721075,1.8331931,2.506516,0.54719388,0.25186174,0.24022991,0.15961826,0.53878899,1.37117523,0.73796056,1.47675045,0.59948581,367.34,USD,488.5399,USD,488.5399,USD,488.5399,USD,488.5399,USD,238.35,USD,238.35,USD,238.35,USD,240.7,USD,248.29,USD,248.29,USD,248.29,USD,253.37,USD,303.94,USD,777384.31544185,USD,237.49,237.484375,237.54018,238.33097154,238.9057796,237.63579,236.3658004,242.61650486,238.6544065,234.69230814,,0.40318393,2025-01-29,2025-04-29,Neutral,371.913256,USD,Sell,240.08637907,249.89421936
JPM,JP Morgan Chase & Co.,Major banks,Finance,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 100, KBW NASDAQ Bank, Nasdaq US Large Cap Growth, Russell 3000, S&P 500 Financials, Dow Jones Composite Average, Russell 1000, S&P 500 ESG, NYSE Arca Major Market",637568063246.8574,USD,228.02,USD,227.45,USD,0.36,USD,0.15796402,-0.19745502,2785993674.02,3626682,56710878,35711,12804533.4,9672083.3,9577679.65555556,2.30920114,3.09421631,2.71269717,227.28,11.54701197,1.09680534,0.27345779,0.9528648,1.1422263,1.0894239,0.54512471,0.23759331,0.18814982,0.12160757,0.37342197,1.03277105,0.52755415,1.29498832,0.63142322,280.25,USD,280.25,USD,280.25,USD,280.25,USD,280.25,USD,228.17,USD,228.36,USD,228.36,USD,228.592,USD,229.5,USD,229.5,USD,229.5,USD,237.51,USD,266.32,USD,888362.81219167,USD,228.059,228.030625,227.933,227.75073077,228.42003144,227.94785,227.47566856,229.45013447,227.283975,225.11781553,,0.27345779,2025-01-15,2025-04-11,Buy,273.47619,USD,Neutral,229.52820407,236.0873482
UNH,UnitedHealth Group Incorporated,Managed health care,Health services,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Health Care, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, S&P 500 ESG",439811974557.0971,USD,480.82,USD,482,USD,0.89,USD,0.18498888,0.18498888,912755431.032,549766,13440727,109,4518656.8,4991741.96666667,4970804.42222222,1.90736842,3.03023598,3.09004451,479.96,30.94139527,0.53031369,0.11253343,-0.00044762,0.358731,0.63424236,0.48265639,0.14275117,0.18267819,0.10082588,0.29794842,0.74974069,0.30963103,0.58406189,0.45436626,542.35,USD,553.91,USD,630.73,USD,630.73,USD,630.73,USD,481.19,USD,481.19,USD,481.19,USD,482.19,USD,484.06,USD,484.06,USD,484.06,USD,497.85,USD,499.92,USD,1000695,USD,480.70468,480.72355,481.1273,480.53203846,482.16023809,481.1365,480.11276191,483.2355404,480.863825,478.4921096,,0.11253343,2025-01-16,2025-04-22,Strong buy,633.2,USD,Sell,481.90397803,481.92687577
JNJ,Johnson & Johnson,Pharmaceuticals: major,Health technology,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Health Care, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, NYSE Arca Major Market",392975786846.9989,USD,163.2219,USD,162.32,USD,0.54,USD,0.33159349,-0.32545287,2404446756.84,1124411,36584733,2431,9623409.9,9051472.23333333,8742230.88888889,1.11848574,1.64663417,1.78765022,163.49396667,28.1543278,0.427711,0.10866577,-0.01052288,0.31352112,0.46296695,0.46570132,0.22246403,0.21879966,0.14814472,0.32703799,0.53579345,0.26053764,0.86591102,0.54091946,169.99,USD,169.99,USD,169.99,USD,169.99,USD,186.69,USD,163.37,USD,163.4,USD,163.4,USD,164,USD,164.54,USD,164.54,USD,164.54,USD,169.9,USD,169.99,USD,643149.89138306,USD,163.29738,163.2971125,163.44238,163.58783846,163.84595902,163.465845,163.08573098,164.24183735,163.65737,163.07290265,,0.10866577,2025-01-22,2025-04-15,Buy,169.611111,USD,Sell,163.92120961,164.65951041
NVO,Novo Nordisk A/S,Pharmaceuticals: major,Health technology,NYSE,,328075116004.5633,USD,77.17,USD,75.24,USD,1.22,USD,1.63123412,0.60168472,3364004547.309,2968789,33863807,203632,6858154.7,8081513.9,7995519.04444445,3.3698956,2.58647715,2.451674,76.72666667,23.508804,1.0853474,0.40911234,0.6793505,0.41917798,0.42479113,0.50889034,0.11720461,0.23341323,0.15438333,0.64773478,1.43529599,0.74790968,0.85451159,0.53489983,93.8,USD,109.88,USD,138.2215,USD,148.15,USD,148.15,USD,77.28,USD,77.28,USD,77.28,USD,77.34,USD,77.34,USD,77.34,USD,77.34,USD,80.7,USD,91.9,USD,551951.47391779,USD,77.178,77.16125,77.162,76.82999231,77.32651785,77.148155,76.96979215,77.46440067,76.579565,75.69472933,,0.40911234,2025-02-05,2025-05-07,Buy,118.28268,USD,Buy,77.48230707,80.60107764
BAC,Bank of America Corporation,Major banks,Finance,NYSE,"S&P 500, S&P 100, KBW NASDAQ Bank, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",302894313002.5751,USD,39.83,USD,39.82,USD,0.12,USD,0.30067652,-0.22550739,7589820455.28,8314459,178711950,41119,52789907,39237027.33333334,36795602.05555555,1.17054751,2.95819001,2.68010723,39.915,12.38995863,0.54421862,0.15170645,0.9500434,1.34735,1.3305187,0.19349499,0.21003348,0.37178043,0.22560841,0.41992848,0.78350376,0.36116445,1.04602903,0.61903407,47.09,USD,47.98,USD,48.08,USD,48.08,USD,55.08,USD,39.86,USD,39.86,USD,39.86,USD,40.05,USD,40.19,USD,40.19,USD,40.19,USD,40.66,USD,46.96,USD,919553.99061033,USD,39.81812,39.80445,39.819,39.89615385,39.89581891,39.815175,39.73453109,40.08076121,39.913135,39.74550879,,0.15170645,2025-01-16,2025-04-15,Strong buy,53.325,USD,Sell,39.94887501,40.7714986
TMUS,"T-Mobile US, Inc.",Wireless telecommunications,Communications,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Telecommunications, S&P 500 ESG",299662392134.234,USD,262.46,USD,254.99,USD,2.95,USD,1.15410195,-0.24255702,474186315.06,1796466,16124098,1428,4129265.3,3826381.86666667,3738779.93333333,2.99305393,2.81219917,2.57634932,260.66666667,27.12428433,0.9371388,0.41721834,0.5415263,0.5810593,0.63625556,0.1061134,0.34182886,0.26828346,0.19964702,0.59795165,1.25377153,0.65502604,0.92036967,0.42198153,276.49,USD,276.49,USD,276.49,USD,276.49,USD,276.49,USD,262.83,USD,262.83,USD,262.83,USD,263.25,USD,263.28,USD,263.28,USD,263.28,USD,271.59,USD,276.49,USD,1162857.14285714,USD,262.648,262.404375,262.391,262.60846154,262.90908033,262.324345,261.73960967,264.1026439,262.20125,260.2998561,,0.41721834,2025-01-29,2025-04-24,Buy,262.304348,USD,Buy,260.41955211,261.66352562
